hydroID (GLAHF database),bottle/vial ID,stream name,TPmgL,TNmgL,SRPmgL,NitratemgL,NH4mgL,DINmgL,Flowlitersday,TPload_kgday,TNload_kgday,SRP percent of TP,DIN percent of TN,Load N:P,urban,barren,forest,shrubland,herbaceous,agriculture,wetland,Strahler order,Areakm2,damspresent,percentwater,percentTP,percentTN
2109438,187,Gurney Creek,0.057901,1.293572,0.00493,0.270951,0.082861,0.353812,31789459.08,1.84064147,41.12195416,8.514533428,27.35155059,49.4039647,8.86437451,0.332250719,53.25904357,5.532534438,11.56904469,5.233882107,15.20886997,2,48.4731,no,0.055765313,0.064705603,0.072330455
2109442,188,Cooper Creek,0.025256,0.980361,0.006521,0.147165,0.163854,0.311019,11839174.33,0.299010187,11.60666479,25.81960722,31.72494622,85.83782762,4.116411934,0.175789833,56.40412129,1.460032228,8.042384882,0.112310171,29.68894966,2,18.4482,no,0.02076837,0.010511354,0.020415259
2109447,189,Big Sable River,0.014154,0.367655,0.0015,0.007094,0.027821,0.034915,273100557.2,3.865465287,100.4067854,10.59771089,9.496674872,57.44054423,5.477788667,0.894781503,54.2492362,3.125057786,5.222195512,12.26066393,18.77027641,4,461.3454,yes,0.479075092,0.135885922,0.176608059
2109451,190,Lincoln River,0.040377,0.421883,0.017129,0.014255,0.047669,0.061924,155294466.2,6.270324661,65.51609527,42.42266637,14.67800314,23.10549295,8.3,0.10070922,34.16843972,2.855319149,9.786524823,28.5177305,16.2712766,3,260.0964,no,0.272418744,0.220425947,0.115237933
2109454,191,Pere Marquette River,0.035846,0.843021,0.012113,0.596541,0.036206,0.632747,1166928437,41.82971675,983.7451778,33.79177593,75.05708636,52.00617984,6.019958123,0.085496209,57.74404625,3.623827863,5.336035045,12.44782868,14.74280784,5,1957.581,yes,2.047034813,1.470474884,1.730334514
2109459,192,Kibby Creek,0.019939,0.541942,0.003003,0.00613,0.030238,0.036368,35046761.42,0.698797376,18.99331198,15.06093585,6.710681217,60.10445965,13.19704068,0.687773098,21.0417554,2.102755825,7.557616772,45.36936255,10.04369568,3,59.6862,yes,0.061479298,0.024565406,0.033407821
2109461,193,Pentwater River,0.003532,0.470822,0.0015,0.305958,0.022795,0.328753,251967821.7,0.889950346,118.6319937,42.46885617,69.82532677,294.7768093,7.616890584,0.211471724,32.46996094,1.916616782,9.847012139,34.4194916,13.51855623,5,442.2366,yes,0.442003885,0.031285166,0.208664843
2109471,194,Silver creek,0.022894,0.931529,0.0015,0.125739,0.234701,0.36044,30530976.88,0.698976185,28.44049036,6.551935005,38.69337401,89.97709387,10.64085804,3.153782162,40.17469844,2.449640502,9.34101848,27.45112603,6.788876344,3,64.1268,yes,0.053557674,0.024571692,0.050024705
2109474,195,Stony Creek,0.012241,1.045572,0.0015,0.779988,0.043312,0.8233,64356589.4,0.787789011,67.28944789,12.25390083,78.74158834,188.8836243,10.96552695,0.253973305,33.81578062,2.383677166,9.46739044,38.70553172,4.408119802,3,148.6989,yes,0.112894823,0.027693803,0.118357128
2109478,196,Flower Creek,0.02315,3.463304,0.013265,3.439657,0.023647,3.463304,33633571.49,0.77861718,116.4832827,57.30021598,100,330.8239021,10.07474951,1.56708901,27.79833537,1.276573186,9.171393734,45.75836293,4.353496263,3,85.3731,no,0.059000269,0.027371378,0.20488542
2109479,197,Little flower Creek,0.023617,2.971964,0.013666,2.817478,0.052502,2.86998,2302110.362,0.05436894,6.84178912,57.86509718,96.56846449,278.2762073,5.774798111,1.493219564,35.6849002,2.727411245,5.835745848,42.09964955,6.384275484,1,5.9067,no,0.00403838,0.001911277,0.012034198
2109480,198,White River,0.013268,0.318,0.0015,0.014632,0.00941,0.024042,504195013.4,6.689659437,160.3340142,11.30539644,7.560377358,53.000372,7.404815101,0.237396471,50.33080696,3.138697527,7.305763244,18.51666236,13.06585833,4,1393.7562,yes,0.884462759,0.235167172,0.282015592
2109481,199,Duck Creek,0.005524,0.24469,0.0015,0.004424,0.006416,0.01084,19874014.91,0.109784058,4.862972708,27.15423606,4.430095223,97.95346691,13.9583604,0.360530077,56.62595817,1.926075094,14.66480447,2.588670911,9.875600883,3,56.4678,no,0.034863149,0.00385933,0.008553607
2109488,200,Muskegon,0.018764,0.495051,0.0015,0.048487,0.016415,0.064902,2218107696,41.62057281,1098.076433,7.994031123,13.11016441,58.34206255,8.893420371,0.215528421,41.19382049,3.206856475,7.272009264,20.39894571,18.81941927,6,7061.8563,yes,3.89102153,1.463122673,1.931434678
2109489,201,Mona Lake Outlet,0.022038,0.617384,0.0015,0.094931,0.030206,0.125137,55459941.38,1.222226188,34.24008045,6.806425265,20.26890882,61.94987754,38.66969859,0.20710771,26.28899782,0.291083046,4.546934193,20.90278204,9.093396614,3,193.8681,no,0.097288254,0.042965936,0.060225752
2109490,202,Little Black Creek,0.014265,0.792535,0.0015,0.009693,0.048493,0.058186,7565273.096,0.107918621,5.995743713,10.51524711,7.341757777,122.8581398,43.66493229,0.292891355,32.08710933,0.196409497,4.899900072,4.968815685,13.88994177,2,27.0963,yes,0.01327106,0.003793753,0.010546067
2109493,203,Grand River,0.075022,1.132612,0.0015,0.175834,0.105081,0.280915,4364737999,327.4513741,4943.554634,1.999413505,24.80240365,33.38487709,15.04676726,0.38741135,16.89084402,0.255386722,0.948920695,54.28126848,12.18940147,6,14456.2365,yes,7.65665687,11.51117098,8.695344483
2109494,204,little pigeon creek,0.04259,0.475367,0.010679,0.165311,0.05077,0.216081,9156101.107,0.389958346,4.352508315,25.07396102,45.4556164,24.68190352,14.44377885,0.458085204,44.19465097,1.701962719,10.62052926,11.76574227,16.81525071,2,25.5645,no,0.016061703,0.013708531,0.007655738
2109495,205,Pigeon River,0.128441,1.087528,0.010083,0.063843,0.027323,0.091166,64763094.85,8.318236666,70.43167902,7.850297024,8.382864625,18.72380157,13.31742767,1.194021665,24.43000137,0.680652681,3.999451529,48.42506513,7.953379953,3,164.8197,no,0.113607918,0.292417904,0.123884079
2109501,206,macatawa river,0.043612,0.934601,0.0015,0.159996,0.029383,0.189379,224852154.2,9.806252148,210.1470482,3.439420343,20.26308553,47.38899502,35.06460666,0.856240336,7.5187892,0.188202911,0.912825572,51.59309204,3.866243279,4,442.3725,yes,0.394437373,0.344727352,0.369633009
2109506,207,Kalamazoo River,0.062061,1.136797,0.004074,0.333628,0.04816,0.381788,3125194745,193.9527111,3552.712011,6.564509112,33.5845362,40.50619139,13.99892209,0.463500089,21.92658876,0.39384667,1.387897216,49.14999943,12.67924574,5,5272.1784,yes,5.482240588,6.81818125,6.248955877
2109510,208,Pier Cove creek,0.018751,1.195532,0.012973,0.922856,0.035794,0.95865,3216606.523,0.060314589,3.84555603,69.18564343,80.18605943,140.9918574,9.562488462,0.203064427,31.88111501,1.329148975,3.525936865,46.15100609,7.34724017,1,4.8861,no,0.005642596,0.002120289,0.006764047
2109512,209,Plummerville,0.006108,0.287254,0.005189,0.195745,0.04223,0.237975,8125218.393,0.049628834,2.334001484,84.95415848,82.84479938,103.9978395,10.18286388,0.420291992,28.1448164,0.49402743,7.72010028,44.61731308,8.420586934,2,12.213,no,0.01425332,0.001744644,0.004105335
2109513,210,Glenn Creek,0.084752,0.531905,0.006214,0.157939,0.029717,0.187656,6606363.137,0.559902489,3.513957584,7.331980366,35.27998421,13.87846319,13.73662168,0.390879479,29.16705444,0.418799442,4.839460214,41.72173104,9.725453699,2,9.6705,no,0.011588933,0.019682719,0.00618079
2109514,211,Sylvan Spring Creek,0.023191,0.824103,0.008442,0.586493,0.024765,0.611258,2501111.798,0.058003284,2.061173736,36.40205252,74.17252455,78.58131279,17.37729301,0.272682201,42.63758057,0.396628656,3.941497273,25.33465543,10.03966287,1,3.6441,no,0.004387469,0.002039038,0.003625451
2109520,212,Black river,0.049691,1.621466,0.02354,1.159042,0.062663,1.221705,543588253.1,27.01144389,881.4098705,47.37276368,75.34570568,72.15847903,8.736757038,0.216610761,24.82069033,0.56545126,3.938478116,44.62501491,17.09699759,5,742.1697,yes,0.953566682,0.949555792,1.550334329
2109522,213,Deerlick Creek,0.015532,0.698705,0.00714,0.278866,0.04914,0.328006,14543880.43,0.225895551,10.16188198,45.96961113,46.94484797,99.47724062,21.97359277,0.032429928,28.20013899,0.333564976,6.986333102,26.44892286,16.02501737,2,19.4328,no,0.025512987,0.007941095,0.017873994
2109524,214,no name,0.116128,1.364731,0.013366,0.230024,0.073809,0.303833,5980903.4,0.69455035,8.162324279,11.50971342,22.26321524,25.98767165,20.58722724,0.262767051,41.34582429,0.479835485,9.996572604,11.43607906,15.89169428,2,7.8777,no,0.010491747,0.024416107,0.014356921
2109527,215,Brandywine Creek,0.01806,0.816187,0.010011,0.241521,0.100281,0.341802,32745862.27,0.591390273,26.72674709,55.43189369,41.87790298,99.93766265,9.795448623,0.63189438,38.26543907,0.366976461,10.88986363,16.35759576,23.69278207,3,41.4981,no,0.057443043,0.020789635,0.047010358
2109534,216,St. Joseph River,0.029034,1.70439,0.0015,1.11522,0.058312,1.173532,9240360086,268.2846147,15749.17733,5.166356685,68.8534901,129.8133524,14.04596565,0.246862137,11.63242281,0.287121395,0.994699889,60.05446495,12.73846317,6,12225.9825,yes,16.20951052,9.431232588,27.70163017
2109536,217,Weko Creek,0.042868,1.457316,0.023784,0.833928,0.06561,0.899538,4146133.882,0.177736467,6.042227244,55.48194457,61.72566554,75.17575038,54.74938661,0.94637224,24.80429957,0.105152471,4.533239864,13.00385559,1.857693656,1,7.7031,no,0.00727318,0.006248118,0.010627828
2109542,218,galien River,0.064732,1.359522,0.038819,0.78768,0.088684,0.876364,222549229.3,14.40605671,302.5605734,59.96879441,64.46118562,46.44345018,8.285273672,0.53438634,20.75700426,0.823737962,8.138610556,48.13570909,13.32527812,5,455.4963,yes,0.390397565,0.506428114,0.532181519
2109544,219,White Ditch,0.023693,1.540946,0.014708,0.856046,0.065829,0.921875,11871460.54,0.281270515,18.29327963,62.07740683,59.82526318,143.821769,26.84786574,0.069317767,33.54615104,0.149580445,7.406056184,9.868661073,22.11236775,2,24.7833,no,0.020825007,0.009887737,0.032176517
2109547,220,Trail Creek,0.04703,2.969778,0.020869,2.583949,0.081287,2.665236,43710494.74,2.055704568,129.8104657,44.37380395,89.74529409,139.6388513,22.43200344,0.071606736,28.46009715,5.063192944,11.70591114,19.4812092,12.7859794,4,151.2738,yes,0.076677285,0.072265895,0.228326943
2109548,221,no name,0.0574,1.328671,0.021415,0.360659,0.128691,0.48935,12882154.83,0.739435687,17.11614554,37.30836237,36.83003543,51.18737097,41.76175514,0.465795711,16.96709112,3.359792735,5.636403726,6.173860316,25.63530125,2,32.8788,no,0.022597975,0.025993999,0.030106025
2109551,222,Dunes Creek,0.054893,0.881777,0.024095,0.149043,0.10256,0.251603,12417387.96,0.681627677,10.94936711,43.89448564,28.53363152,35.52213504,23.97003745,0.24785195,35.45384446,3.679224499,4.549460234,1.239259749,30.86032166,2,16.398,yes,0.021782677,0.023961826,0.019259121
2109555,223,Portage Burns waterway,0.095713,1.644732,0.061513,0.990741,0.18692,1.177661,1013595431,97.01425945,1667.09284,64.26817674,71.6019996,37.99981428,38.31029267,0.277545667,13.12894662,4.486635711,6.567382038,27.59241826,9.636779032,5,858.1266,yes,1.778056878,3.410423092,2.932292167
2109554,224,Calumet River,0.045914,1.625217,0.020636,1.123141,0.169038,1.292179,11798192.12,0.541702193,19.1746224,44.94489698,79.5080903,78.27507408,89.28780678,0.559859384,0.683549248,0.022784975,2.68211705,1.692598138,5.071284422,2,28.5219,no,0.020696479,0.019042909,0.033726733
2109531,225,Waukegan River,0.05696,1.57418,0.026729,0.986812,0.131952,1.118764,11339817.3,0.645915994,17.8509136,46.92591292,71.06963626,61.11413518,90.35654082,0,5.648675297,0.066791769,1.173626793,0.047708406,2.706656913,2,28.314,no,0.019892394,0.022706423,0.031398428
2109526,226,Bull Creek,0.02782,1.802828,0.002068,0.009415,0.92236,0.931775,5212863.441,0.145021861,9.397896172,7.433501078,51.68407635,143.3027186,73.12576189,0.177773263,12.60666396,0.152377082,2.427874848,1.21901666,10.2905323,2,17.73,no,0.009144445,0.005098074,0.0165302
2109523,227,Kellog Creek,0.019048,0.634124,0.003545,0.108124,0.110277,0.218401,3878705.963,0.073881591,2.45958054,18.61087778,34.44137109,73.61767015,58.41186959,2.852776363,12.792919,0.706826286,5.973000509,10.22669384,9.035914417,2,14.2758,no,0.006804056,0.002597221,0.004326219
2109521,228,no name,0.075752,0.675817,0.024027,0.007866,0.036239,0.044105,2192683.385,0.166100152,1.481852707,31.71797444,6.526174985,19.72841838,54.70711297,0,11.89330544,0.010460251,3.734309623,16.64225941,13.0125523,1,8.604,no,0.003846422,0.005839057,0.002606469
2109519,229,no name,0.008665,0.567583,0.003,0.290514,0.037797,0.328311,1196099.898,0.010364206,0.678885969,34.6220427,57.84369863,144.8498577,46.45953757,0.596098266,18.69580925,0.23482659,8.815028902,22.47109827,2.727601156,1,4.9824,no,0.002098208,0.000364342,0.00119411
2109518,230,barnes creek,0.045456,1.120758,0.005861,0.007766,0.110742,0.118508,2838768.453,0.129039059,3.181572453,12.8937874,10.57391515,54.5227675,48.81730119,0.277840354,16.14477735,0.698355485,4.595629646,24.93804911,4.528046857,1,12.0672,no,0.004979789,0.004536218,0.005596149
2109515,231,Pike River,0.043446,1.399705,0.0015,0.772914,0.015744,0.788658,27934082.25,1.213624138,39.0994746,3.452561801,56.3445869,71.24329163,41.14733943,0.446462301,6.980609799,0.427230079,4.216664721,44.61738181,2.164311864,3,131.454,no,0.049002181,0.04266354,0.068773064
2109508,232,Root River,0.061706,1.2176,0.035913,0.593327,0.161316,0.754643,84131436.41,5.191414415,102.438437,58.20017502,61.97790736,43.63495228,34.50360876,0.415293052,9.174952308,0.552962172,1.863192411,48.86462537,4.625365931,4,514.26,yes,0.147584011,0.182498116,0.180181583
2109505,233,no name,0.379087,3.161596,0.051282,2.174305,0.058509,2.232814,826205.6468,0.31320382,2.612128468,13.52776539,70.6230018,18.44271023,82.97219213,5.290718671,2.491874323,0,3.882267967,1.570964247,3.791982665,1,5.022,no,0.001449336,0.011010315,0.004594539
2109504,234,no name,0.199585,1.610546,0.015356,0.05298,0.113471,0.166451,1263006.428,0.252077138,2.034129951,7.693964977,10.33506649,17.84442244,58.34056399,0.347071584,14.63123644,0.151843818,1.095444685,21.75704989,3.676789588,2,8.298,no,0.002215576,0.008861478,0.003577883
2109500,235,Oak Creek,0.032837,0.64303,0.00855,0.321849,0.043112,0.364961,14091845.61,0.462733934,9.061479485,26.03770137,56.75644993,43.30370174,69.71935965,0.235919373,12.09151598,1.042193272,3.111024694,10.25471515,3.545271891,2,69.5016,yes,0.024720024,0.016266872,0.015938468
2109496,236,Milwaukee River,0.065604,0.861186,0.050176,0.28811,0.126533,0.414643,1518004667,99.58717815,1307.284367,76.48314127,48.14790301,29.02845367,30.21240094,0.171435786,12.15915314,0.706649947,0.826447959,43.63741027,12.28650196,5,2239.6761,yes,2.662895428,3.500871047,2.299415856
